Null display is "<null>".
     rental_date     |         title         
---------------------+-----------------------
 2005-08-23 18:43:31 | OCTOBER SUBMARINE
     171 |        1 |     0
     225 |        2 |     0
     684 |        1 |     0
     612 |        1 |     0
     831 |        2 |     0
     636 |        2 |     0
     573 |        2 |     0
     576 |        1 |     0
     198 |        2 |     0
     203 |        1 |     0
      30 |        2 |     0
     505 |        1 |     0
      14 |        1 |     0
     946 |        1 |     0
     328 |        1 |     0
     472 |        1 |     0
      34 |        1 |     0
     558 |        1 |     0
     360 |        2 |     0
     729 |        1 |     0
     994 |        2 |     0
     978 |        2 |     0
     156 |        1 |     0
     538 |        1 |     0
     553 |        1 |     0
     860 |        2 |     0
     919 |        2 |     0
     348 |        1 |     0
     701 |        2 |     0
     107 |        1 |     0
     837 |        1 |     0
     822 |        1 |     0
     934 |        1 |     0
     256 |        1 |     0
     386 |        1 |     0
     682 |        2 |     0
     372 |        2 |     0
     364 |        2 |     0
     237 |        2 |     0
     430 |        1 |     0
     332 |        1 |     0
     795 |        2 |     0
     632 |        2 |     0
     211 |        2 |     0
     126 |        1 |     0
     316 |        1 |     0
     956 |        2 |     0
     713 |        2 |     0
     299 |        2 |     0
     290 |        2 |     0
     177 |        1 |     0
     626 |        1 |     0
     296 |        2 |     0
     992 |        1 |     0
     588 |        1 |     0
     153 |        2 |     0
     793 |        2 |     0
     257 |        1 |     0
     136 |        2 |     0
     736 |        2 |     0
     688 |        1 |     0
       2 |        1 |     0
     983 |        2 |     0
     168 |        2 |     0
     940 |        2 |     0
     858 |        1 |     0
      29 |        2 |     0
     492 |        2 |     0
     686 |        2 |     0
     742 |        1 |     0
     207 |        2 |     0
     517 |        1 |     0
     522 |        1 |     0
     813 |        1 |     0
     452 |        1 |     0
     197 |        2 |     0
     190 |        1 |     0
     102 |        1 |     0
     929 |        2 |     0
     882 |        2 |     0
     607 |        1 |     0
     421 |        1 |     0
     528 |        2 |     0
      32 |        1 |     0
     653 |        2 |     0
     321 |        2 |     0
     740 |        1 |     0
     497 |        1 |     0
     315 |        1 |     0
     954 |        1 |     0
      93 |        1 |     0
     371 |        2 |     0
      71 |        1 |     0
     731 |        1 |     0
     248 |        1 |     0
     675 |        2 |     0
     277 |        2 |     0
     577 |        2 |     0
     198 |        1 |     0
      53 |        2 |     0
     261 |        2 |     0
     669 |        2 |     0
     104 |        1 |     0
     613 |        2 |     0
     825 |        2 |     0
     289 |        2 |     0
     629 |        1 |     0
     824 |        1 |     0
     407 |        2 |     0
     246 |        1 |     0
     192 |        2 |     0
     144 |        1 |     0
     362 |        2 |     0
     509 |        1 |     0
     163 |        1 |     0
     615 |        1 |     0
     182 |        2 |     0
     279 |        2 |     0
     276 |        2 |     0
      85 |        1 |     0
     854 |        1 |     0
     659 |        1 |     0
     185 |        2 |     0
     830 |        1 |     0
     368 |        2 |     0
     713 |        1 |     0
     516 |        1 |     0
      41 |        1 |     0
     582 |        1 |     0
     564 |        1 |     0
     866 |        1 |     0
     699 |        2 |     0
     868 |        2 |     0
     219 |        2 |     0
     769 |        1 |     0
      36 |        2 |     0
     965 |        2 |     0
      94 |        2 |     0
      81 |        2 |     0
     208 |        2 |     0
     332 |        2 |     0
     145 |        1 |     0
     888 |        2 |     0
      64 |        1 |     0
     148 |        2 |     0
     236 |        1 |     0
     591 |        1 |     0
     552 |        1 |     0
     885 |        2 |     0
     148 |        1 |     0
     264 |        1 |     0
     335 |        2 |     0
     732 |        2 |     0
     984 |        2 |     0
     393 |        2 |     0
      24 |        2 |     0
      28 |        2 |     0
     431 |        1 |     0
     678 |        2 |     0
       3 |        1 |     0
     526 |        1 |     0
     530 |        2 |     0
     134 |        1 |     0
     441 |        2 |     0
     840 |        2 |     0
     878 |        1 |     0
     342 |        2 |     0
     802 |        1 |     0
     404 |        2 |     0
     508 |        1 |     0
     765 |        2 |     0
      42 |        1 |     0
     110 |        2 |     0
     192 |        1 |     0
     340 |        2 |     0
     550 |        2 |     0
     546 |        1 |     0
     537 |        1 |     0
     839 |        1 |     0
     766 |        2 |     0
     801 |        2 |     0
      33 |        2 |     0
     323 |        1 |     0
     519 |        1 |     0
     146 |        2 |     0
     455 |        2 |     0
     338 |        1 |     0
     780 |        1 |     0
     427 |        2 |     0
     834 |        1 |     0
     258 |        1 |     0
     718 |        1 |     0
     171 |        2 |     0
      76 |        2 |     0
     221 |        2 |     0
     904 |        2 |     0
     539 |        2 |     0
     569 |        2 |     0
     347 |        2 |     0
     712 |        2 |     0
     701 |        1 |     0
      41 |        2 |     0
     652 |        2 |     0
     529 |        2 |     0
     209 |        2 |     0
     535 |        2 |     0
     714 |        1 |     0
     498 |        2 |     0
      36 |        1 |     0
     210 |        1 |     0
     847 |        1 |     0
     962 |        2 |     0
     213 |        2 |     0
     137 |        1 |     0
     495 |        1 |     0
     144 |        2 |     0
     265 |        2 |     0
     952 |        2 |     0
     996 |        2 |     0
     997 |        2 |     0
     339 |        1 |     0
     262 |        1 |     0
     396 |        1 |     0
     566 |        2 |     0
     792 |        1 |     0
     821 |        1 |     0
     268 |        1 |     0
     671 |        1 |     0
     711 |        1 |     0
     712 |        1 |     0
     497 |        2 |     0
     426 |        1 |     0
       5 |        1 |     0
     876 |        2 |     0
     928 |        2 |     0
     585 |        1 |     0
     224 |        2 |     0
      66 |        2 |     0
     435 |        2 |     0
     214 |        1 |     0
     762 |        1 |     0
     848 |        2 |     0
      62 |        1 |     0
     618 |        1 |     0
     283 |        2 |     0
      47 |        1 |     0
     955 |        2 |     0
     656 |        1 |     0
     642 |        2 |     0
     272 |        2 |     0
     180 |        1 |     0
     695 |        2 |     0
     548 |        2 |     0
     217 |        2 |     0
     909 |        1 |     0
     931 |        1 |     0
     828 |        1 |     0
     325 |        2 |     0
     751 |        1 |     0
     422 |        1 |     0
     832 |        2 |     0
     939 |        1 |     0
     565 |        2 |     0
     889 |        2 |     0
     259 |        2 |     0
     124 |        1 |     0
     487 |        1 |     0
     470 |        2 |     0
     809 |        1 |     0
     359 |        1 |     0
     874 |        2 |     0
      38 |        2 |     0
     195 |        1 |     0
      75 |        1 |     0
     779 |        1 |     0
     469 |        1 |     0
     128 |        2 |     0
     411 |        2 |     0
     758 |        1 |     0
     482 |        2 |     0
     597 |        1 |     0
     425 |        1 |     0
     633 |        1 |     0
      82 |        2 |     0
     108 |        1 |     0
